"","temp_student_id","number_accesses"
"1449",1449,47
"1450",1450,30
"1451",1451,22
"1452",1452,88
"1453",1453,62
"1454",1454,62
"1455",1455,96
"1456",1456,3
"1457",1457,4
"1458",1458,24
"1459",1459,10
"1460",1460,97
"1461",1461,21
"1462",1462,32
"1463",1463,13
"1464",1464,11
"1465",1465,47
"1466",1466,9
"1467",1467,186
"1468",1468,60
"1469",1469,64
"1470",1470,18
"1471",1471,14
"1472",1472,3
"1473",1473,4
"1474",1474,3
"1475",1475,4
"1476",1476,9
"1477",1477,95
"1478",1478,4
"1479",1479,119
"1480",1480,23
"1481",1481,211
"1482",1482,3
"1483",1483,38
"1484",1484,10
"1485",1485,43
"1486",1486,10
"1487",1487,30
"1488",1488,84
"1489",1489,9
"1490",1490,123
"1491",1491,70
"1492",1492,4
"1493",1493,14
"1494",1494,9
"1495",1495,10
"1496",1496,34
"1497",1497,4
"1498",1498,199
"1499",1499,87
"1500",1500,4
"1501",1501,4
"1502",1502,3
"1503",1503,60
"1504",1504,9
"1505",1505,14
"1506",1506,261
"1507",1507,4
"1508",1508,204
"1509",1509,63
"1510",1510,76
"1511",1511,4
"1512",1512,35
"1513",1513,122
"1514",1514,11
"1515",1515,9
"1516",1516,8
"1517",1517,3
"1518",1518,194
"1519",1519,92
"1520",1520,8
"1521",1521,3
"1522",1522,13
"1523",1523,3
"1524",1524,88
"1525",1525,4
"1526",1526,37
"1527",1527,3
"1528",1528,9
"1529",1529,3
"1530",1530,95
"1531",1531,20
"1532",1532,2
"1533",1533,16
"1534",1534,4
"1535",1535,2
"1536",1536,31
"1537",1537,52
"1538",1538,3
"1539",1539,242
"1540",1540,16
"1541",1541,216
"1542",1542,16
"1543",1543,24
"1544",1544,112
"1545",1545,4
"1546",1546,4
"1547",1547,11
"1548",1548,247
"1549",1549,3
"1550",1550,3
"1551",1551,194
"1552",1552,65
"1553",1553,93
"1554",1554,11
"1555",1555,12
"1556",1556,9
"1557",1557,3
"1558",1558,3
"1559",1559,48
"1560",1560,106
"1561",1561,66
"1562",1562,129
"1563",1563,238
"1564",1564,21
"1565",1565,5
"1566",1566,54
"1567",1567,6
"1568",1568,9
"1569",1569,4
"1570",1570,63
"1571",1571,3
"1572",1572,196
"1573",1573,213
"1574",1574,3
"1575",1575,11
"1576",1576,17
"1577",1577,4
"1578",1578,63
"1579",1579,103
"1580",1580,104
"1581",1581,12
"1582",1582,15
"1583",1583,120
"1584",1584,5
"1585",1585,13
"1586",1586,3
"1587",1587,187
"1588",1588,55
"1589",1589,10
"1590",1590,95
"1591",1591,191
"1592",1592,40
"1593",1593,6
"1594",1594,105
"1595",1595,8
"1596",1596,26
"1597",1597,10
"1598",1598,3
"1599",1599,67
"1600",1600,5
"1601",1601,3
"1602",1602,199
"1603",1603,74
"1604",1604,54
"1605",1605,9
"1606",1606,4
"1607",1607,3
"1608",1608,59
"1609",1609,3
"1610",1610,179
"1611",1611,194
"1612",1612,147
"1613",1613,199
"1614",1614,24
"1615",1615,67
"1616",1616,4
"1617",1617,4
"1618",1618,4
"1619",1619,27
"1620",1620,6
"1621",1621,31
"1622",1622,8
"1623",1623,5
"1624",1624,41
"1625",1625,4
"1626",1626,16
"1627",1627,37
"1628",1628,26
"1629",1629,198
"1630",1630,11
"1631",1631,5
"1632",1632,3
"1633",1633,245
"1634",1634,10
"1635",1635,12
"1636",1636,3
"1637",1637,45
"1638",1638,3
"1639",1639,6
"1640",1640,19
"1641",1641,4
"1642",1642,204
"1643",1643,199
"1644",1644,180
"1645",1645,255
"1646",1646,4
"1647",1647,9
"1648",1648,31
"1649",1649,4
"1650",1650,8
"1651",1651,152
"1652",1652,194
"1653",1653,3
"1654",1654,251
"1655",1655,213
"1656",1656,15
"1657",1657,11
"1658",1658,168
"1659",1659,3
"1660",1660,246
"1661",1661,244
"1662",1662,232
"1663",1663,26
"1664",1664,145
"1665",1665,2
"1666",1666,10
"1667",1667,16
"1668",1668,84
"1669",1669,2
"1670",1670,32
"1671",1671,4
"1672",1672,4
"1673",1673,10
"1674",1674,3
"1675",1675,16
"1676",1676,26
"1677",1677,2
"1678",1678,46
"1679",1679,54
"1680",1680,3
"1681",1681,18
"1682",1682,4
"1683",1683,143
"1684",1684,25
"1685",1685,216
"1686",1686,202
"1687",1687,53
"1688",1688,57
"1689",1689,12
"1690",1690,226
"1691",1691,191
"1692",1692,3
"1693",1693,270
"1694",1694,5
"1695",1695,115
"1696",1696,88
"1697",1697,4
"1698",1698,41
"1699",1699,4
"1700",1700,9
"1701",1701,92
"1702",1702,67
"1703",1703,12
"1704",1704,4
"1705",1705,15
"1706",1706,32
"1707",1707,3
"1708",1708,121
"1709",1709,28
"1710",1710,59
"1711",1711,237
"1712",1712,97
"1713",1713,26
"1714",1714,61
"1715",1715,94
"1716",1716,4
"1717",1717,17
"1718",1718,28
"1719",1719,88
"1720",1720,11
"1721",1721,11
"1722",1722,4
"1723",1723,25
"1724",1724,36
"1725",1725,59
"1726",1726,245
"1727",1727,183
"1728",1728,98
"1729",1729,78
"1730",1730,32
"1731",1731,3
"1732",1732,110
"1733",1733,97
"1734",1734,257
"1735",1735,153
"1736",1736,3
"1737",1737,65
"1738",1738,4
"1739",1739,68
"1740",1740,94
"1741",1741,29
"1742",1742,49
"1743",1743,202
"1744",1744,84
"1745",1745,18
"1746",1746,71
"1747",1747,95
"1748",1748,10
"1749",1749,4
"1750",1750,20
"1751",1751,16
"1752",1752,3
"1753",1753,252
"1754",1754,4
"1755",1755,12
"1756",1756,12
"1757",1757,111
"1758",1758,5
"1759",1759,11
"1760",1760,199
"1761",1761,15
"1762",1762,4
"1763",1763,26
"1764",1764,243
"1765",1765,69
"1766",1766,53
"1767",1767,196
"1768",1768,4
"1769",1769,241
"1770",1770,189
"1771",1771,70
"1772",1772,11
"1773",1773,246
"1774",1774,5
"1775",1775,67
"1776",1776,4
"1777",1777,3
"1778",1778,26
"1779",1779,4
"1780",1780,49
"1781",1781,16
"1782",1782,17
"1783",1783,127
"1784",1784,27
"1785",1785,8
"1786",1786,14
"1787",1787,51
"1788",1788,90
"1789",1789,4
"1790",1790,11
"1791",1791,84
"1792",1792,38
"1793",1793,11
"1794",1794,65
"1795",1795,6
"1796",1796,27
"1797",1797,3
"1798",1798,3
"1799",1799,78
"1800",1800,252
"1801",1801,4
"1802",1802,154
"1803",1803,237
"1804",1804,118
"1805",1805,199
"1806",1806,5
"1807",1807,173
"1808",1808,132
"1809",1809,3
"1810",1810,95
"1811",1811,9
"1812",1812,199
"1813",1813,24
"1814",1814,59
"1815",1815,98
"1816",1816,16
"1817",1817,45
"1818",1818,2
"1819",1819,3
"1820",1820,58
"1821",1821,6
"1822",1822,10
"1823",1823,118
"1824",1824,26
"1825",1825,107
"1826",1826,11
"1827",1827,4
"1828",1828,33
"1829",1829,87
"1830",1830,13
"1831",1831,117
"1832",1832,4
"1833",1833,3
"1834",1834,15
"1835",1835,63
"1836",1836,3
"1837",1837,194
"1838",1838,66
"1839",1839,3
"1840",1840,103
"1841",1841,49
"1842",1842,25
"1843",1843,60
"1844",1844,16
"1845",1845,4
"1846",1846,10
"1847",1847,3
"1848",1848,4
"1849",1849,21
"1850",1850,4
"1851",1851,3
"1852",1852,56
"1853",1853,157
"1854",1854,106
"1855",1855,3
"1856",1856,4
"1857",1857,5
"1858",1858,265
"1859",1859,4
"1860",1860,4
"1861",1861,63
"1862",1862,39
"1863",1863,4
"1864",1864,154
"1865",1865,69
"1866",1866,210
"1867",1867,25
"1868",1868,85
"1869",1869,121
"1870",1870,32
"1871",1871,3
"1872",1872,4
"1873",1873,3
"1874",1874,63
"1875",1875,204
"1876",1876,4
"1877",1877,14
"1878",1878,60
"1879",1879,227
"1880",1880,49
"1881",1881,194
"1882",1882,198
"1883",1883,99
"1884",1884,203
"1885",1885,68
"1886",1886,3
"1887",1887,4
"1888",1888,12
"1889",1889,188
"1890",1890,188
"1891",1891,2
"1892",1892,99
"1893",1893,10
"1894",1894,4
"1895",1895,4
"1896",1896,27
"1897",1897,4
"1898",1898,31
"1899",1899,191
"1900",1900,15
"1901",1901,8
"1902",1902,63
"1903",1903,134
"1904",1904,240
"1905",1905,60
"1906",1906,3
"1907",1907,2
"1908",1908,91
"1909",1909,63
"1910",1910,102
"1911",1911,4
"1912",1912,10
"1913",1913,99
"1914",1914,50
"1915",1915,183
"1916",1916,188
"1917",1917,3
"1918",1918,8
"1919",1919,14
"1920",1920,151
"1921",1921,12
"1922",1922,15
"1923",1923,3
"1924",1924,4
"1925",1925,116
"1926",1926,105
"1927",1927,67
"1928",1928,55
"1929",1929,75
"1930",1930,158
"1931",1931,3
"1932",1932,31
"1933",1933,119
"1934",1934,62
"1935",1935,245
"1936",1936,70
"1937",1937,263
"1938",1938,224
"1939",1939,218
"1940",1940,3
"1941",1941,82
"1942",1942,8
"1943",1943,3
"1944",1944,204
"1945",1945,128
"1946",1946,10
"1947",1947,5
"1948",1948,34
"1949",1949,5
"1950",1950,219
"1951",1951,265
"1952",1952,8
"1953",1953,255
"1954",1954,10
"1955",1955,69
"1956",1956,11
"1957",1957,70
"1958",1958,65
"1959",1959,4
"1960",1960,91
"1961",1961,10
"1962",1962,4
"1963",1963,10
"1964",1964,237
"1965",1965,65
"1966",1966,4
"1967",1967,12
"1968",1968,142
"1969",1969,26
"1970",1970,4
"1971",1971,3
"1972",1972,115
"1973",1973,61
"1974",1974,10
"1975",1975,142
"1976",1976,10
"1977",1977,4
"1978",1978,191
"1979",1979,3
"1980",1980,121
"1981",1981,251
"1982",1982,92
"1983",1983,199
"1984",1984,187
"1985",1985,186
"1986",1986,35
"1987",1987,80
"1988",1988,8
"1989",1989,11
"1990",1990,9
"1991",1991,10
"1992",1992,10
"1993",1993,15
"1994",1994,31
"1995",1995,104
"1996",1996,51
"1997",1997,100
"1998",1998,115
"1999",1999,4
"2000",2000,3
"2001",2001,4
"2002",2002,94
"2003",2003,12
"2004",2004,9
"2005",2005,116
"2006",2006,110
"2007",2007,4
"2008",2008,154
"2009",2009,243
"2010",2010,94
"2011",2011,6
"2012",2012,63
"2013",2013,4
"2014",2014,25
"2015",2015,17
"2016",2016,3
"2017",2017,242
"2018",2018,10
"2019",2019,245
"2020",2020,3
"2021",2021,102
"2022",2022,32
"2023",2023,176
"2024",2024,194
"2025",2025,3
"2026",2026,18
"2027",2027,64
"2028",2028,60
"2029",2029,4
"2030",2030,105
"2031",2031,15
"2032",2032,196
"2033",2033,3
"2034",2034,4
"2035",2035,12
"2036",2036,235
"2037",2037,241
"2038",2038,37
"2039",2039,3
"2040",2040,136
"2041",2041,3
"2042",2042,9
"2043",2043,31
"2044",2044,78
"2045",2045,176
"2046",2046,57
"2047",2047,3
"2048",2048,47
"2049",2049,236
"2050",2050,15
"2051",2051,13
"2052",2052,16
"2053",2053,65
"2054",2054,92
"2055",2055,3
"2056",2056,3
"2057",2057,9
"2058",2058,34
"2059",2059,77
"2060",2060,3
"2061",2061,10
"2062",2062,15
"2063",2063,32
"2064",2064,75
"2065",2065,6
"2066",2066,3
"2067",2067,121
"2068",2068,153
"2069",2069,226
"2070",2070,67
"2071",2071,218
"2072",2072,92
"2073",2073,28
"2074",2074,221
"2075",2075,75
"2076",2076,69
"2077",2077,77
"2078",2078,45
"2079",2079,14
"2080",2080,4
"2081",2081,6
"2082",2082,3
"2083",2083,227
"2084",2084,110
"2085",2085,10
"2086",2086,112
"2087",2087,132
"2088",2088,122
"2089",2089,3
"2090",2090,32
"2091",2091,3
"2092",2092,30
"2093",2093,38
"2094",2094,191
"2095",2095,12
"2096",2096,9
"2097",2097,102
"2098",2098,3
"2099",2099,227
"2100",2100,27
"2101",2101,67
"2102",2102,194
"2103",2103,26
"2104",2104,4
"2105",2105,68
"2106",2106,197
"2107",2107,97
"2108",2108,4
"2109",2109,241
"2110",2110,47
"2111",2111,238
"2112",2112,21
"2113",2113,266
"2114",2114,9
"2115",2115,2
"2116",2116,7
"2117",2117,24
"2118",2118,8
"2119",2119,21
"2120",2120,3
"2121",2121,14
"2122",2122,4
"2123",2123,14
"2124",2124,66
"2125",2125,8
"2126",2126,241
"2127",2127,3
"2128",2128,167
"2129",2129,35
"2130",2130,3
"2131",2131,30
"2132",2132,3
"2133",2133,90
"2134",2134,18
"2135",2135,9
"2136",2136,9
"2137",2137,4
"2138",2138,31
"2139",2139,15
"2140",2140,168
"2141",2141,156
"2142",2142,158
"2143",2143,4
"2144",2144,112
"2145",2145,93
"2146",2146,59
"2147",2147,185
"2148",2148,3
"2149",2149,54
"2150",2150,146
"2151",2151,11
"2152",2152,63
"2153",2153,115
"2154",2154,10
"2155",2155,198
"2156",2156,11
"2157",2157,64
"2158",2158,4
"2159",2159,117
"2160",2160,3
"2161",2161,211
"2162",2162,14
"2163",2163,198
"2164",2164,59
"2165",2165,71
"2166",2166,13
"2167",2167,142
"2168",2168,22
"2169",2169,46
"2170",2170,3
"2171",2171,132
"2172",2172,268
"2173",2173,3
"2174",2174,4
"2175",2175,9
"2176",2176,15
"2177",2177,16
"2178",2178,10
"2179",2179,61
"2180",2180,200
"2181",2181,249
"2182",2182,3
"2183",2183,197
"2184",2184,50
"2185",2185,40
"2186",2186,3
"2187",2187,151
"2188",2188,58
"2189",2189,124
"2190",2190,118
"2191",2191,101
"2192",2192,4
"2193",2193,88
"2194",2194,63
"2195",2195,26
"2196",2196,9
"2197",2197,4
"2198",2198,38
"2199",2199,69
"2200",2200,32
"2201",2201,183
"2202",2202,239
"2203",2203,4
"2204",2204,195
"2205",2205,30
"2206",2206,29
"2207",2207,156
"2208",2208,263
"2209",2209,96
"2210",2210,45
"2211",2211,3
"2212",2212,4
"2213",2213,4
"2214",2214,10
"2215",2215,32
"2216",2216,10
"2217",2217,92
"2218",2218,21
"2219",2219,10
"2220",2220,10
"2221",2221,68
"2222",2222,3
"2223",2223,224
"2224",2224,45
"2225",2225,12
"2226",2226,168
"2227",2227,269
"2228",2228,9
"2229",2229,78
"2230",2230,4
"2231",2231,51
"2232",2232,8
"2233",2233,69
"2234",2234,235
"2235",2235,3
"2236",2236,4
"2237",2237,10
"2238",2238,137
"2239",2239,245
"2240",2240,151
"2241",2241,46
"2242",2242,252
"2243",2243,260
"2244",2244,64
"2245",2245,181
"2246",2246,3
"2247",2247,67
"2248",2248,5
"2249",2249,17
"2250",2250,86
"2251",2251,31
"2252",2252,45
"2253",2253,122
"2254",2254,261
"2255",2255,15
"2256",2256,200
"2257",2257,66
"2258",2258,67
"2259",2259,84
"2260",2260,12
"2261",2261,241
"2262",2262,4
"2263",2263,16
"2264",2264,197
"2265",2265,62
"2266",2266,16
"2267",2267,166
"2268",2268,182
"2269",2269,69
"2270",2270,11
"2271",2271,239
"2272",2272,62
"2273",2273,245
"2274",2274,48
"2275",2275,117
"2276",2276,10
"2277",2277,4
"2278",2278,17
"2279",2279,17
"2280",2280,198
"2281",2281,10
"2282",2282,123
"2283",2283,129
"2284",2284,11
"2285",2285,11
"2286",2286,94
"2287",2287,209
"2288",2288,130
"2289",2289,10
"2290",2290,3
"2291",2291,10
"2292",2292,119
"2293",2293,141
"2294",2294,231
"2295",2295,3
"2296",2296,4
"2297",2297,3
"2298",2298,3
"2299",2299,27
"2300",2300,246
"2301",2301,88
"2302",2302,98
"2303",2303,3
"2304",2304,104
"2305",2305,66
"2306",2306,73
"2307",2307,4
"2308",2308,268
"2309",2309,97
"2310",2310,191
"2311",2311,62
"2312",2312,70
"2313",2313,93
"2314",2314,43
"2315",2315,12
"2316",2316,4
"2317",2317,3
"2318",2318,244
"2319",2319,8
"2320",2320,210
"2321",2321,65
"2322",2322,10
"2323",2323,58
"2324",2324,4
"2325",2325,198
"2326",2326,70
"2327",2327,117
"2328",2328,146
"2329",2329,104
"2330",2330,135
"2331",2331,87
"2332",2332,3
"2333",2333,109
"2334",2334,3
"2335",2335,63
"2336",2336,11
"2337",2337,226
"2338",2338,8
"2339",2339,4
"2340",2340,68
"2341",2341,92
"2342",2342,20
"2343",2343,5
"2344",2344,19
"2345",2345,264
"2346",2346,11
"2347",2347,97
"2348",2348,11
"2349",2349,4
"2350",2350,41
"2351",2351,9
"2352",2352,38
"2353",2353,210
"2354",2354,236
"2355",2355,104
"2356",2356,92
"2357",2357,20
"2358",2358,3
"2359",2359,62
"2360",2360,9
"2361",2361,78
"2362",2362,10
"2363",2363,176
"2364",2364,66
"2365",2365,57
"2366",2366,161
"2367",2367,69
"2368",2368,46
"2369",2369,236
"2370",2370,152
"2371",2371,54
"2372",2372,30
"2373",2373,191
"2374",2374,4
"2375",2375,4
"2376",2376,266
"2377",2377,254
"2378",2378,125
"2379",2379,68
"2380",2380,143
"2381",2381,80
"2382",2382,230
"2383",2383,4
"2384",2384,87
"2385",2385,13
"2386",2386,94
"2387",2387,9
"2388",2388,4
"2389",2389,57
"2390",2390,63
"2391",2391,4
"2392",2392,55
"2393",2393,121
"2394",2394,2
"2395",2395,54
"2396",2396,57
"2397",2397,4
"2398",2398,3
"2399",2399,41
"2400",2400,67
"2401",2401,228
"2402",2402,168
"2403",2403,241
"2404",2404,115
"2405",2405,2
"2406",2406,66
"2407",2407,119
"2408",2408,247
"2409",2409,87
"2410",2410,12
"2411",2411,59
"2412",2412,5
"2413",2413,129
"2414",2414,13
"2415",2415,9
"2416",2416,134
"2417",2417,65
"2418",2418,112
"2419",2419,69
"2420",2420,197
"2421",2421,142
"2422",2422,121
"2423",2423,32
"2424",2424,79
"2425",2425,261
"2426",2426,236
"2427",2427,5
"2428",2428,151
"2429",2429,60
"2430",2430,7
"2431",2431,11
"2432",2432,71
"2433",2433,50
"2434",2434,3
"2435",2435,144
"2436",2436,211
"2437",2437,63
"2438",2438,237
"2439",2439,3
"2440",2440,96
"2441",2441,15
"2442",2442,224
"2443",2443,201
"2444",2444,34
"2445",2445,63
"2446",2446,11
"2447",2447,8
"2448",2448,63
"2449",2449,27
"2450",2450,241
"2451",2451,23
"2452",2452,49
"2453",2453,54
"2454",2454,9
"2455",2455,2
"2456",2456,10
"2457",2457,70
"2458",2458,187
"2459",2459,69
"2460",2460,3
"2461",2461,9
"2462",2462,135
"2463",2463,126
"2464",2464,10
"2465",2465,154
"2466",2466,35
"2467",2467,258
"2468",2468,259
"2469",2469,96
"2470",2470,5
"2471",2471,235
"2472",2472,124
"2473",2473,118
"2474",2474,4
"2475",2475,250
"2476",2476,89
"2477",2477,66
"2478",2478,91
"2479",2479,67
"2480",2480,215
"2481",2481,125
"2482",2482,246
"2483",2483,157
"2484",2484,194
"2485",2485,200
"2486",2486,3
"2487",2487,10
"2488",2488,200
"2489",2489,120
"2490",2490,3
"2491",2491,70
"2492",2492,3
"2493",2493,173
"2494",2494,4
"2495",2495,4
"2496",2496,91
"2497",2497,63
"2498",2498,66
"2499",2499,247
"2500",2500,32
"2501",2501,4
"2502",2502,5
"2503",2503,4
"2504",2504,49
"2505",2505,52
"2506",2506,61
"2507",2507,141
"2508",2508,4
"2509",2509,5
"2510",2510,57
"2511",2511,197
"2512",2512,128
"2513",2513,171
"2514",2514,4
"2515",2515,68
"2516",2516,12
"2517",2517,34
"2518",2518,60
"2519",2519,62
"2520",2520,4
"2521",2521,15
"2522",2522,3
"2523",2523,60
"2524",2524,9
"2525",2525,57
"2526",2526,67
"2527",2527,36
"2528",2528,183
"2529",2529,67
"2530",2530,58
"2531",2531,58
"2532",2532,12
"2533",2533,11
"2534",2534,237
"2535",2535,64
"2536",2536,3
"2537",2537,63
"2538",2538,33
"2539",2539,47
"2540",2540,57
"2541",2541,60
"2542",2542,66
"2543",2543,4
"2544",2544,64
"2545",2545,143
"2546",2546,3
"2547",2547,59
"2548",2548,15
"2549",2549,194
"2550",2550,9
"2551",2551,4
"2552",2552,57
"2553",2553,215
"2554",2554,68
"2555",2555,60
"2556",2556,249
"2557",2557,15
"2558",2558,101
"2559",2559,11
"2560",2560,246
"2561",2561,59
"2562",2562,31
"2563",2563,120
"2564",2564,63
"2565",2565,60
"2566",2566,59
"2567",2567,9
"2568",2568,97
"2569",2569,142
"2570",2570,57
"2571",2571,31
"2572",2572,88
"2573",2573,265
"2574",2574,67
"2575",2575,100
"2576",2576,4
"2577",2577,231
"2578",2578,96
"2579",2579,4
"2580",2580,127
"2581",2581,3
"2582",2582,3
"2583",2583,88
"2584",2584,96
"2585",2585,87
"2586",2586,4
"2587",2587,8
"2588",2588,2
"2589",2589,104
"2590",2590,127
"2591",2591,97
"2592",2592,239
"2593",2593,23
"2594",2594,94
"2595",2595,10
"2596",2596,87
"2597",2597,87
"2598",2598,18
"2599",2599,217
"2600",2600,91
"2601",2601,15
"2602",2602,3
"2603",2603,95
"2604",2604,66
"2605",2605,34
"2606",2606,198
"2607",2607,8
"2608",2608,111
"2609",2609,148
"2610",2610,9
"2611",2611,264
"2612",2612,87
"2613",2613,2
"2614",2614,9
"2615",2615,178
"2616",2616,11
"2617",2617,88
"2618",2618,3
"2619",2619,4
"2620",2620,3
"2621",2621,12
"2622",2622,107
"2623",2623,3
"2624",2624,89
"2625",2625,124
"2626",2626,3
"2627",2627,3
"2628",2628,87
"2629",2629,173
"2630",2630,90
"2631",2631,4
"2632",2632,99
"2633",2633,74
"2634",2634,107
"2635",2635,218
"2636",2636,212
"2637",2637,152
"2638",2638,43
"2639",2639,8
"2640",2640,198
"2641",2641,202
"2642",2642,45
"2643",2643,20
"2644",2644,19
"2645",2645,148
"2646",2646,3
"2647",2647,3
"2648",2648,196
"2649",2649,63
"2650",2650,11
"2651",2651,10
"2652",2652,3
"2653",2653,191
"2654",2654,2
"2655",2655,3
"2656",2656,1
"2657",2657,208
"2658",2658,198
"2659",2659,191
"2660",2660,216
"2661",2661,9
"2662",2662,3
"2663",2663,38
"2664",2664,9
"2665",2665,9
"2666",2666,3
"2667",2667,30
"2668",2668,4
"2669",2669,3
"2670",2670,11
"2671",2671,100
"2672",2672,3
"2673",2673,231
"2674",2674,4
"2675",2675,3
"2676",2676,196
"2677",2677,14
"2678",2678,10
"2679",2679,218
"2680",2680,31
"2681",2681,3
"2682",2682,14
"2683",2683,3
"2684",2684,3
"2685",2685,24
"2686",2686,8
"2687",2687,15
"2688",2688,191
"2689",2689,203
"2690",2690,153
"2691",2691,15
"2692",2692,197
"2693",2693,3
"2694",2694,198
"2695",2695,2
"2696",2696,3
"2697",2697,4
"2698",2698,105
"2699",2699,3
"2700",2700,194
"2701",2701,200
"2702",2702,5
"2703",2703,4
"2704",2704,87
"2705",2705,196
"2706",2706,3
"2707",2707,25
"2708",2708,13
"2709",2709,3
"2710",2710,104
"2711",2711,8
"2712",2712,4
"2713",2713,4
"2714",2714,5
"2715",2715,10
"2716",2716,200
"2717",2717,4
"2718",2718,195
"2719",2719,3
"2720",2720,4
"2721",2721,19
"2722",2722,9
"2723",2723,3
"2724",2724,211
"2725",2725,4
"2726",2726,12
"2727",2727,10
"2728",2728,194
"2729",2729,200
"2730",2730,8
"2731",2731,4
"2732",2732,3
"2733",2733,11
"2734",2734,201
"2735",2735,111
"2736",2736,221
"2737",2737,3
"2738",2738,9
"2739",2739,25
"2740",2740,14
"2741",2741,10
"2742",2742,9
"2743",2743,228
"2744",2744,191
